X,Результаты модуля (FunctionWithModule)
-2.8815,-35621.55279023118
-2.8804,-34852.67161088823
-2.8792999999999997,-34115.56956504877
-2.8781999999999996,-33407.35408195957
-2.8771,-32725.507675658755
-2.876,-32067.83598657175
-2.8749,-31432.422983240867
-2.8737999999999997,-30817.592353978787
-2.8727,-30221.874247684784
-2.8716,-29643.976635341078
-2.8705,-29082.760661266893
-2.8693999999999997,-28537.219437817927
-2.8682999999999996,-28006.45981068246
-2.8672,-27489.686685624278
-2.8661,-26986.189562800228
-2.8649999999999998,-26495.33097268856
-2.8638999999999997,-26016.536549205317
-2.8628,-25549.286511588423
-2.8617,-25093.108357818328
-2.8606,-24647.57059934247
-2.8594999999999997,-24212.277390278043
-2.8583999999999996,-23786.863924475438
-2.8573,-23370.992491362358
-2.8562,-22964.34909661366
-2.8550999999999997,-22566.640566771523
-2.8539999999999996,-22177.59206827718
-2.8529,-21796.944981089964
-2.8518,-21424.45507556364
-2.8507,-21059.890948447057
-2.8495999999999997,-20703.032680211683
-2.8485,-20353.6706812594
-2.8474,-20011.604699252766
-2.8463,-19676.64296378336
-2.8451999999999997,-19348.601448063524
-2.8440999999999996,-19027.303230265385
-2.843,-18712.57793968547
-2.8419,-18404.261275089233
-2.8407999999999998,-18102.194584455392
-2.8396999999999997,-17806.224496957464
-2.8386,-17516.202599370463
-2.8375,-17231.98515028067
-2.8364,-16953.432826468248
-2.8352999999999997,-16680.41049669897
-2.8341999999999996,-16412.787018873154
-2.8331,-16150.43505711745
-2.832,-15893.230915930128
-2.8308999999999997,-15641.054388929806
-2.8297999999999996,-15393.788620150994
-2.8287,-15151.3199761458
-2.8276,-14913.537927428457
-2.8265,-14680.334938025204
-2.8253999999999997,-14451.606362091212
-2.8242999999999996,-14227.2503467272
-2.8232,-14007.167740246388
-2.8221,-13791.262005281827
-2.8209999999999997,-13579.43913621328
-2.8198999999999996,-13371.607580462334
-2.8188,-13167.678163294151
-2.8177,-12967.564015807597
-2.8165999999999998,-12771.180505843526
-2.8154999999999997,-12578.445171585909
-2.8144,-12389.277657660261
-2.8133,-12203.59965356089
-2.8122,-12021.334834262552
-2.8110999999999997,-11842.408802889078
-2.8099999999999996,-11666.749035329278
-2.8089,-11494.284826700492
-2.8078,-11324.947239572286
-2.8066999999999998,-11158.669053874617
-2.8055999999999996,-10995.384718413696
-2.8045,-10835.030303934163
-2.8034,-10677.543457666312
-2.8023,-10522.863359300401
-2.8011999999999997,-10370.930678338898
-2.8000999999999996,-10221.687532774606
-2.799,-10075.077449048264
-2.7979,-9931.04532324143
-2.7967999999999997,-9789.537383463225
-2.7956999999999996,-9650.501153388866
-2.7946,-9513.885416911837
-2.7935,-9379.640183870055
-2.7923999999999998,-9247.716656815108
-2.7912999999999997,-9118.067198782812
-2.7902,-8990.645302037878
-2.7891,-8865.405557755868
-2.788,-8742.30362661342
-2.7868999999999997,-8621.296210256522
-2.7857999999999996,-8502.341023615254
-2.7847,-8385.396768041841
-2.7836,-8270.423105238493
-2.7824999999999998,-8157.38063195549
-2.7813999999999997,-8046.230855428606
-2.7803,-7936.936169534939
-2.7792,-7829.459831643227
-2.7781,-7723.765940134576
-2.7769999999999997,-7619.819412573939
-2.7758999999999996,-7517.585964509709
-2.7748,-7417.032088881804
-2.7737,-7318.125036019815
-2.7725999999999997,-7220.832794210279
-2.7714999999999996,-7125.124070817229
-2.7704,-7030.968273938411
-2.7693,-6938.335494577623
-2.7681999999999998,-6847.196489322402
-2.7670999999999997,-6757.5226635061945
-2.766,-6669.286054843465
-2.7649,-6582.459317521499
-2.7638,-6497.015706737437
-2.7626999999999997,-6412.929063663158
-2.7615999999999996,-6330.173800829596
-2.7605,-6248.724887914956
-2.7594,-6168.557837925465
-2.7582999999999998,-6089.648693758452
-2.7571999999999997,-6011.974015134119
-2.7561,-5935.510865887774
-2.755,-5860.236801609207
-2.7539,-5786.129857622541
-2.7527999999999997,-5713.168537292636
-2.7516999999999996,-5641.331800652173
-2.7506,-5570.59905333842
-2.7495,-5500.9501358303205
-2.7483999999999997,-5432.365312979154
-2.7472999999999996,-5364.825263821695
-2.7462,-5298.3110716707215
-2.7451,-5232.804214472216
-2.7439999999999998,-5168.286555423846
-2.7428999999999997,-5104.740333845109
-2.7418,-5042.148156294226
-2.7407,-4980.492987922877
-2.7396,-4919.758144062542
-2.7384999999999997,-4859.927282036334
-2.7373999999999996,-4800.984393189473
-2.7363,-4742.9137951313305
-2.7352,-4685.700124184748
-2.7340999999999998,-4629.328328034995
-2.7329999999999997,-4573.7836585732275
-2.7319,-4519.051664929508
-2.7308,-4465.118186688447
-2.7297,-4411.969347283673
-2.7285999999999997,-4359.591547564869
-2.7274999999999996,-4307.971459533374
-2.7264,-4257.096020240152
-2.7253,-4206.952425842855
-2.7241999999999997,-4157.528125815906
-2.7230999999999996,-4108.810817310749
-2.722,-4060.788439660569
-2.7209,-4013.449169025257
-2.7197999999999998,-3966.7814131740283
-2.7186999999999997,-3920.773806399887
-2.7176,-3875.415204562789
-2.7165,-3830.694680258306
-2.7154,-3786.6015181070907
-2.7142999999999997,-3743.125210162354
-2.7131999999999996,-3700.2554514315107
-2.7121,-3657.9821355088666
-2.711,-3616.2953503160775
-2.7098999999999998,-3575.185373946879
-2.7087999999999997,-3534.6426706139323
-2.7077,-3494.65788669353
-2.7066,-3455.221846866444
-2.7055,-3416.3255503516266
-2.7043999999999997,-3377.9601672299327
-2.7032999999999996,-3340.1170348557876
-2.7022,-3302.787654353567
-2.7011,-3265.9636871968196
-2.6999999999999997,-3229.636951867822
-2.6988999999999996,-3193.799420594831
-2.6978,-3158.443216165414
-2.6967,-3123.5606088131203
-2.6955999999999998,-3089.1440131757486
-2.6944999999999997,-3055.1859853233163
-2.6934,-3021.6792198532494
-2.6923,-2988.616547051499
-2.6912,-2955.990930117502
-2.6900999999999997,-2923.7954624512013
-2.6889999999999996,-2892.023365000423
-2.6879,-2860.667983667184
-2.6868,-2829.722786770999
-2.6856999999999998,-2799.181362567942
-2.6845999999999997,-2769.03741682376
-2.6835,-2739.2847704399846
-2.6824,-2709.9173571309375
-2.6813,-2680.929221151183
-2.6801999999999997,-2652.314515071476
-2.6790999999999996,-2624.0674976020887
-2.678,-2596.1825314626067
-2.6769,-2568.654081296712
-2.6757999999999997,-2541.476711630929
-2.6746999999999996,-2514.645084876252
-2.6736,-2488.15395937159
-2.6725,-2461.9981874679756
-2.6713999999999998,-2436.172713652718
-2.6702999999999997,-2410.672572712339
-2.6692,-2385.492887933494
-2.6681,-2360.6288693408433
-2.667,-2336.0758119713564
-2.6658999999999997,-2311.8290941837804
-2.6647999999999996,-2287.884176002776
-2.6637,-2264.236597496805
-2.6626,-2240.8819771890817
-2.6614999999999998,-2217.816010500843
-2.6603999999999997,-2195.0344682261643
-2.6593,-2172.5331950377263
-2.6582,-2150.308108022658
-2.6571,-2128.355195248462
-2.6559999999999997,-2106.6705143573104
-2.6548999999999996,-2085.2501911890704
-2.6538,-2064.0904184321394
-2.6527,-2043.1874543011543
-2.6515999999999997,-2022.5376212418225
-2.6504999999999996,-2002.137304661553
-2.6494,-1981.9829516856685
-2.6483,-1962.071069938868
-2.6471999999999998,-1942.398226351243
-2.6460999999999997,-1922.96104598819
-2.645,-1903.756210904234
-2.6439,-1884.7804590197607
-2.6428,-1866.030583020771
-2.6416999999999997,-1847.503429280531
-2.6405999999999996,-1829.1958968034546
-2.6395,-1811.1049361902203
-2.6384,-1793.2275486239284
-2.6372999999999998,-1775.5607848770023
-2.6361999999999997,-1758.1017443382152
-2.6351,-1740.847574059733
-2.634,-1723.7954678234485
-2.6329,-1706.9426652267337
-2.6317999999999997,-1690.2864507867096
-2.6306999999999996,-1673.824153063048
-2.6296,-1657.5531437989607
-2.6285,-1641.4708370797157
-2.6273999999999997,-1625.5746885088636
-2.6262999999999996,-1609.8621944012605
-2.6252,-1594.330890993164
-2.6241,-1578.978353668559
-2.6229999999999998,-1563.8021962018577
-2.6218999999999997,-1548.800070016272
-2.6208,-1533.9696634579525
-2.6197,-1519.308701085197
-2.6186,-1504.8149429728883
-2.6174999999999997,-1490.486184031488
-2.6163999999999996,-1476.3202533404674
-2.6153,-1462.3150134960163
-2.6142,-1448.4683599724967
-2.6130999999999998,-1434.778220497752
-2.6119999999999997,-1421.2425544415314
-2.6109,-1407.8593522172475
-2.6098,-1394.6266346964476
-2.6087,-1381.542452636045
-2.6075999999999997,-1368.604886117837
-2.6064999999999996,-1355.8120440001378
-2.6054,-1343.1620633813914
-2.6043,-1330.6531090753904
-2.6031999999999997,-1318.2833730979626
-2.6020999999999996,-1306.0510741648004
-2.601,-1293.9544572003665
-2.5999,-1281.9917928574405
-2.5987999999999998,-1270.1613770473843
-2.5976999999999997,-1258.461530480499
-2.5965999999999996,-1246.8905982167296
-2.5955,-1235.446949226119
-2.5944,-1224.128975959046
-2.5932999999999997,-1212.9350939259457
-2.5921999999999996,-1201.8637412862795
-2.5911,-1190.9133784467447
-2.59,-1180.082487668203
-2.5888999999999998,-1169.369572681504
-2.5877999999999997,-1158.7731583117306
-2.5867,-1148.2917901108601
-2.5856,-1137.9240339984988
-2.5845,-1127.6684759107447
-2.5833999999999997,-1117.5237214566832
-2.5822999999999996,-1107.4883955826838
-2.5812,-1097.5611422440245
-2.5801,-1087.7406240838916
-2.5789999999999997,-1078.0255221194773
-2.5778999999999996,-1068.414535435245
-2.5768,-1058.9063808820013
-2.5757,-1049.4997927846086
-2.5745999999999998,-1040.1935226541757
-2.5734999999999997,-1030.9863389076256
-2.5723999999999996,-1021.8770265932095
-2.5713,-1012.8643871220743
-2.5702,-1003.947238005712
-2.5690999999999997,-995.1244125992172
-2.5679999999999996,-986.3947598500669
-2.5669,-977.7571440524466
-2.5658,-969.2104446068903
-2.5646999999999998,-960.7535557851214
-2.5635999999999997,-952.3853864999896
-2.5625,-944.1048600803435
-2.5614,-935.9109140507272
-2.5603,-927.8024999157944
-2.5591999999999997,-919.7785829492984
-2.5580999999999996,-911.8381419875368
-2.557,-903.9801692271618
-2.5559,-896.2036700272115
-2.5547999999999997,-888.5076627152793
-2.5536999999999996,-880.8911783977054
-2.5526,-873.3532607736653
-2.5515,-865.892965953056
-2.5504,-858.5093622781471
-2.5492999999999997,-851.201530148755
-2.5481999999999996,-843.968561850989
-2.5471,-836.8095613893997
-2.546,-829.7236443224244
-2.5448999999999997,-822.7099376011196
-2.5437999999999996,-815.7675794109506
-2.5427,-808.8957190167384
-2.5416,-802.0935166105053
-2.5404999999999998,-795.3601431622369
-2.5393999999999997,-788.6947802734896
-2.5383,-782.0966200336399
-2.5372,-775.5648648788906
-2.5361,-769.0987274538153
-2.5349999999999997,-762.6974304753902
-2.5338999999999996,-756.3602065995008
-2.5328,-750.0862982898233
-2.5317,-743.874957688959
-2.5305999999999997,-737.7254464918822
-2.5294999999999996,-731.637035821504
-2.5284,-725.6090061063734
-2.5273,-719.6406469604424
-2.5262,-713.7312570648105
-2.5250999999999997,-707.8801440514198
-2.5239999999999996,-702.086624388635
-2.5229,-696.3500232686641
-2.5218,-690.6696744967372
-2.5206999999999997,-685.0449203820399
-2.5195999999999996,-679.4751116303308
-2.5185,-673.9596072381768
-2.5174,-668.4977743887969
-2.5162999999999998,-663.0889883494424
-2.5151999999999997,-657.732632370285
-2.5141,-652.4280975847789
-2.513,-647.1747829114183
-2.5119,-641.9720949569127
-2.5107999999999997,-636.819447920689
-2.5096999999999996,-631.716263500716
-2.5086,-626.6619708005919
-2.5075,-621.656006237897
-2.5063999999999997,-616.6978134537384
-2.5052999999999996,-611.7868432234782
-2.5042,-606.9225533686272
-2.5031,-602.1044086698298
-2.502,-597.3318807809748
-2.5008999999999997,-592.6044481443589
-2.4997999999999996,-587.9215959068712
-2.4987,-583.2828158372334
-2.4976,-578.6876062441867
-2.4964999999999997,-574.1354718956878
-2.4953999999999996,-569.625923939033
-2.4943,-565.1584798218976
-2.4932,-560.732663214299
-2.4920999999999998,-556.348003931435
-2.4909999999999997,-552.0040378574026
-2.4899,-547.7003068697436
-2.4888,-543.4363587648367
-2.4877,-539.2117471841098
-2.4865999999999997,-535.0260315410484
-2.4854999999999996,-530.8787769489691
-2.4844,-526.7695541496093
-2.4833,-522.6979394424166
-2.4821999999999997,-518.6635146146356
-2.4810999999999996,-514.6658668720924
-2.48,-510.70458877070786
-2.4789,-506.7792781487347
-2.4778,-502.8895380596594
-2.4766999999999997,-499.03497670582357
-2.4755999999999996,-495.21520737270833
-2.4745,-491.4298483638913
-2.4734,-487.67852293665317
-2.4722999999999997,-483.96085923825143
-2.4711999999999996,-480.2764902428274
-2.4701,-476.62505368895216
-2.469,-473.0061920177949
-2.4678999999999998,-469.419552311925
-2.4667999999999997,-465.8647862347219
-2.4657,-462.34154997038684
-2.4646,-458.8495041645754
-2.4635,-455.3883138656118
-2.4623999999999997,-451.95764846630465
-2.4612999999999996,-448.55718164634953
-2.4602,-445.18659131531405
-2.4591,-441.84555955619084
-2.4579999999999997,-438.53377256954224
-2.4568999999999996,-435.25092061821107
-2.4558,-431.9966979725873
-2.4547,-428.77080285644246
-2.4536,-425.57293739333227
-2.4524999999999997,-422.4028075535434
-2.4513999999999996,-419.26012310160223
-2.4503,-416.1445975443291
-2.4492,-413.0559480794294
-2.4480999999999997,-409.9938955446635
-2.4469999999999996,-406.95816436751045
-2.4459,-403.9484825154156
-2.4448,-400.9645814465392
-2.4436999999999998,-398.0061960610665
-2.4425999999999997,-395.07306465303816
-2.4415,-392.1649288627069
-2.4404,-389.28153362943243
-2.4393,-386.4226271450973
-2.4381999999999997,-383.5879608080454
-2.4370999999999996,-380.7772891775437
-2.436,-377.99036992876427
-2.4349,-375.22696380828125
-2.4337999999999997,-372.48683459009334
-2.4326999999999996,-369.7697490321464
-2.4316,-367.07547683338305
-2.4305,-364.4037905912853
-2.4294,-361.75446575994494
-2.4282999999999997,-359.12728060862173
-2.4271999999999996,-356.52201618082495
-2.4261,-353.93845625387866
-2.425,-351.3763872989976
-2.4238999999999997,-348.8355984418636
-2.4227999999999996,-346.315881423692
-2.4217,-343.8170305627945
-2.4206,-341.33884271663396
-2.4194999999999998,-338.88111724437346
-2.4183999999999997,-336.4436559699068
-2.4173,-334.02626314537395
-2.4162,-331.6287454151659
-2.4151,-329.2509117804084
-2.4139999999999997,-326.8925735639177
-2.4128999999999996,-324.553544375643
-2.4118,-322.2336400785701
-2.4107,-319.93267875510145
-2.4095999999999997,-317.6504806739125
-2.4084999999999996,-315.38686825725586
-2.4074,-313.1416660487439
-2.4063,-310.9147006815802
-2.4052,-308.7058008472577
-2.4040999999999997,-306.51479726470143
-2.4029999999999996,-304.3415226498659
-2.4019,-302.1858116857855
-2.4008,-300.0475009930561
-2.3996999999999997,-297.9264291007767
-2.3985999999999996,-295.82243641791234
-2.3975,-293.7353652051011
-2.3964,-291.6650595468926
-2.3952999999999998,-289.61136532440804
-2.3941999999999997,-287.57413018843386
-2.3930999999999996,-285.55320353292944
-2.392,-283.54843646895534
-2.3909,-281.55968179901544
-2.3897999999999997,-279.58679399180824
-2.3886999999999996,-277.6296291573812
-2.3876,-275.6880450227012
-2.3865,-273.7619009076009
-2.3853999999999997,-271.8510577011401
-2.3842999999999996,-269.9553778383497
-2.3832,-268.0747252773624
-2.3821,-266.20896547692274
-2.381,-264.3579653742854
-2.3798999999999997,-262.5215933634784
-2.3787999999999996,-260.699719273942
-2.3777,-258.8922143495307
-2.3766,-257.0989512278788
-2.3754999999999997,-255.3198039201211
-2.3743999999999996,-253.5546477909743
-2.3733,-251.8033595391538
-2.3722,-250.06581717814726
-2.3710999999999998,-248.34190001732333
-2.3699999999999997,-246.63148864337668
-2.3688999999999996,-244.93446490210124
-2.3678,-243.25071188049887
-2.3667,-241.58011388919644
-2.3655999999999997,-239.9225564451964
-2.3644999999999996,-238.27792625492683
-2.3634,-236.64611119761543
-2.3623,-235.02700030894553
-2.3611999999999997,-233.4204837650365
-2.3600999999999996,-231.82645286670638
-2.359,-230.24480002402112
-2.3579,-228.6754187411423
-2.3568,-227.1182036014454
-2.3556999999999997,-225.57305025292314
-2.3545999999999996,-224.03985539385715
-2.3535,-222.51851675875722
-2.3524,-221.00893310456632
-2.3512999999999997,-219.5110041971252
-2.3501999999999996,-218.02463079788723
-2.3491,-216.54971465089167
-2.348,-215.08615846996932
-2.3468999999999998,-213.63386592620557
-2.3457999999999997,-212.19274163562835
-2.3446999999999996,-210.76269114713068
-2.3436,-209.3436209306284
-2.3425,-207.93543836542932
-2.3413999999999997,-206.5380517288361
-2.3402999999999996,-205.15137018494917
-2.3392,-203.77530377369675
-2.3381,-202.4097634000573
-2.3369999999999997,-201.054660823491
-2.3358999999999996,-199.7099086475725
-2.3348,-198.37542030981183
-2.3337,-197.05111007166715
-2.3326,-195.73689300875049
-2.3314999999999997,-194.43268500120072
-2.3303999999999996,-193.13840272425435
-2.3293,-191.8539636389724
-2.3282,-190.57928598314942
-2.3270999999999997,-189.31428876238328
-2.3259999999999996,-188.0588917413148
-2.3249,-186.81301543501633
-2.3238,-185.576581100542
-2.3226999999999998,-184.34951072863387
-2.3215999999999997,-183.13172703556563
-2.3204999999999996,-181.92315345514137
-2.3194,-180.72371413083007
-2.3183,-179.53333390803772
-2.3171999999999997,-178.3519383265179
-2.3160999999999996,-177.17945361291098
-2.315,-176.0158066734097
-2.3139,-174.86092508655273
-2.3127999999999997,-173.7147370961375
-2.3116999999999996,-172.5771716042548
-2.3106,-171.44815816443344
-2.3095,-170.32762697490162
-2.3084,-169.21550887195764
-2.3072999999999997,-168.1117353234449
-2.3061999999999996,-167.01623842233315
-2.3051,-165.92895088040078
-2.304,-164.84980602201114
-2.3028999999999997,-163.77873777799365
-2.3017999999999996,-162.71568067960834
-2.3007,-161.66056985260866
-2.2996,-160.61334101138638
-2.2984999999999998,-159.57393045320745
-2.2973999999999997,-158.5422750525293
-2.2962999999999996,-157.51831225539877
-2.2952,-156.5019800739293
-2.2941,-155.4932170808539
-2.2929999999999997,-154.49196240415785
-2.2918999999999996,-153.49815572177644
-2.2908,-152.5117372563688
-2.2897,-151.53264777015661
-2.2885999999999997,-150.5608285598351
-2.2874999999999996,-149.5962214515415
-2.2864,-148.63876879589438
-2.2853,-147.68841346308514
-2.2842,-146.7450988380397
-2.2830999999999997,-145.80876881563069
-2.2819999999999996,-144.8793677959479
-2.2809,-143.95684067962532
-2.2798,-143.04113286321925
-2.2786999999999997,-142.13219023464129
-2.2775999999999996,-141.2299591686401
-2.2765,-140.334386522331
-2.2754,-139.44541963077796
-2.2742999999999998,-138.56300630261796
-2.2731999999999997,-137.68709481573413
-2.2720999999999996,-136.8176339129721
-2.271,-135.9545727978988
-2.2699,-135.09786113060557
-2.2687999999999997,-134.24744902355062
-2.2676999999999996,-133.40328703744424
-2.2666,-132.56532617717258
-2.2655,-131.7335178877558
-2.2643999999999997,-130.90781405035187
-2.2632999999999996,-130.08816697829042
-2.2622,-129.27452941314678
-2.2611,-128.46685452084895
-2.26,-127.66509588781985
-2.2588999999999997,-126.86920751715566
-2.2577999999999996,-126.0791438248347
-2.2567,-125.29485963596035
-2.2556,-124.51631018103512
-2.2544999999999997,-123.74345109227015
-2.2533999999999996,-122.9762383999207
-2.2523,-122.21462852865649
-2.2512,-121.4585782939591
-2.2500999999999998,-120.70804489855263
-2.2489999999999997,-119.96298592885994
-2.2478999999999996,-119.22335935149242
-2.2468,-118.4891235097652
-2.2457,-117.76023712023938
-2.2445999999999997,-117.03665926929918
-2.2434999999999996,-116.31834940974927
-2.2424,-115.60526735744396
-2.2413,-114.89737328794213
-2.2401999999999997,-114.19462773319106
-2.2390999999999996,-113.49699157823555
-2.238,-112.80442605795321
-2.2369,-112.1168927538183
-2.2358,-111.43435359069144
-2.2346999999999997,-110.75677083363412
-2.2335999999999996,-110.08410708475175
-2.2325,-109.4163252800594
-2.2314,-108.75338868637732
-2.2302999999999997,-108.09526089825025
-2.2291999999999996,-107.44190583489166
-2.2281,-106.79328773715493
-2.227,-106.1493711645303
-2.2258999999999998,-105.51012099216673
-2.2247999999999997,-104.87550240791906
-2.2236999999999996,-104.24548090942102
-2.2226,-103.62002230118387
-2.2215,-102.99909269171818
-2.2203999999999997,-102.38265849068539
-2.2192999999999996,-101.77068640607
-2.2182,-101.16314344137939
-2.2171,-100.55999689286777
-2.2159999999999997,-99.96121434678717
-2.2148999999999996,-99.36676367666067
-2.2138,-98.7766130405832
-2.2127,-98.19073087854552
-2.2116,-97.6090859097845
-2.2104999999999997,-97.03164713015924
-2.2093999999999996,-96.45838380954845
-2.2083,-95.88926548927685
-2.2072,-95.32426197956413
-2.2060999999999997,-94.7633433569997
-2.2049999999999996,-94.2064799620413
-2.2039,-93.65364239653945
-2.2028,-93.10480152128504
-2.2016999999999998,-92.55992845358291
-2.2005999999999997,-92.01899456484908
-2.1994999999999996,-91.48197147823366
-2.1984,-90.94883106626554
-2.1973,-90.41954544852368
-2.1961999999999997,-89.89408698933255
-2.1950999999999996,-89.37242829547941
-2.194,-88.85454221395867
-2.1929,-88.34040182973604
-2.1917999999999997,-87.82998046354173
-2.1906999999999996,-87.32325166968225
-2.1896,-86.82018923387861
-2.1885,-86.3207671711257
-2.1874,-85.82495972357812
-2.1862999999999997,-85.33274135845545
-2.1851999999999996,-84.84408676597248
-2.1841,-84.35897085729171
-2.183,-83.8773687624979
-2.1818999999999997,-83.39925582859574
-2.1807999999999996,-82.92460761752912
-2.1797,-82.45339990422337
-2.1786,-81.98560867464683
-2.1774999999999998,-81.52121012389746
-2.1763999999999997,-81.06018065430868
-2.1752999999999996,-80.60249687357634
-2.1742,-80.14813559290866
-2.1731,-79.69707382519307
-2.1719999999999997,-79.24928878318893
-2.1708999999999996,-78.80475787773644
-2.1698,-78.36345871598745
-2.1687,-77.92536909965534
-2.1675999999999997,-77.49046702328634
-2.1664999999999996,-77.05873067254856
-2.1653999999999995,-76.63013842254105
-2.1643,-76.20466883612244
-2.1632,-75.78230066225761
-2.1620999999999997,-75.3630128343833
-2.1609999999999996,-74.9467844687937
-2.1599,-74.53359486304166
-2.1588,-74.12342349435986
-2.1576999999999997,-73.71625001810027
-2.1565999999999996,-73.31205426619017
-2.1555,-72.91081624560637
-2.1544,-72.51251613686676
-2.1532999999999998,-72.11713429253983
-2.1521999999999997,-71.72465123577065
-2.1510999999999996,-71.33504765882411
-2.15,-70.948304421646
-2.1489,-70.56440255043906
-2.1477999999999997,-70.18332323625923
-2.1466999999999996,-69.80504783362447
-2.1456,-69.42955785914475
-2.1445,-69.05683499016553
-2.1433999999999997,-68.68686106342916
-2.1422999999999996,-68.31961807375504
-2.1411999999999995,-67.95508817273327
-2.1401,-67.59325366743842
-2.139,-67.2340970191583
-2.1378999999999997,-66.87760084214263
-2.1367999999999996,-66.52374790236595
-2.1357,-66.17252111631234
-2.1346,-65.82390354977414
-2.1334999999999997,-65.47787841667234
-2.1323999999999996,-65.13442907789442
-2.1313,-64.79353904015119
-2.1302,-64.45519195485275
-2.1290999999999998,-64.11937161700725
-2.1279999999999997,-63.78606196413682
-2.1268999999999996,-63.45524707521676
-2.1258,-63.12691116963651
-2.1247,-62.80103860618276
-2.1235999999999997,-62.4776138820463
-2.1224999999999996,-62.156621631853035
-2.1214,-61.83804662672016
-2.1203,-61.521873773338335
-2.1191999999999998,-61.20808811308138
-2.1180999999999996,-60.896674821143996
-2.1169999999999995,-60.587619205708606
-2.1159,-60.28090670714423
-2.1148,-59.97652289723597
-2.1136999999999997,-59.67445347844928
-2.1125999999999996,-59.37468428322891
-2.1115,-59.07720127333475
-2.1104,-58.7819905392159
-2.1092999999999997,-58.48903829942612
-2.1081999999999996,-58.19833090008092
-2.1071,-57.90985481435897
-2.106,-57.62359664205088
-2.1048999999999998,-57.33954310915641
-2.1037999999999997,-57.057681067533544
-2.1026999999999996,-56.77799749460163
-2.1016,-56.5004794931004
-2.1005,-56.2251142909098
-2.0993999999999997,-55.95188924093207
-2.0982999999999996,-55.68079182103923
-2.0972,-55.41180963409023
-2.0961,-55.14493040802041
-2.0949999999999998,-54.88014199600748
-2.0938999999999997,-54.61743237671779
-2.0927999999999995,-54.35678965463656
-2.0917,-54.0982020604869
-2.0906,-53.84165795174101
-2.0894999999999997,-53.58714581323001
-2.0883999999999996,-53.334654257855846
-2.0873,-53.08417202741023
-2.0862,-52.83568799350643
-2.0850999999999997,-52.5891911586286
-2.0839999999999996,-52.34467065731559
-2.0829,-52.10211575745198
-2.0818,-51.86151586171989
-2.0806999999999998,-51.62286050918203
-2.0795999999999997,-51.38613937701828
-2.0784999999999996,-51.151342282418405
-2.0774,-50.918459184641875
-2.0763,-50.68748018724898
-2.0751999999999997,-50.45839554051555
-2.0740999999999996,-50.231195644035495
-2.073,-50.00587104952429
-2.0719,-49.782412463829274
-2.0707999999999998,-49.56081075215969
-2.0696999999999997,-49.34105694154414
-2.0685999999999996,-49.12314222452775
-2.0675,-48.90705796311891
-2.0664,-48.69279569299797
-2.0652999999999997,-48.48034712800005
-2.0641999999999996,-48.269704164884004
-2.0631,-48.060858888400546
-2.062,-47.8538035766732
-2.0608999999999997,-47.64853070690764
-2.0597999999999996,-47.445032961441704
-2.0587,-47.24330323415391
-2.0576,-47.04333463724393
-2.0564999999999998,-46.84512050840563
-2.0553999999999997,-46.64865441840534
-2.0542999999999996,-46.45393017908701
-2.0532,-46.26094185182205
-2.0521,-46.06968375642227
-2.0509999999999997,-45.88015048053891
-2.0498999999999996,-45.692336889566576
-2.0488,-45.506238137075755
-2.0477,-45.32184967579597
-2.0465999999999998,-45.139167269175026
-2.0454999999999997,-44.95818700353748
-2.0443999999999996,-44.77890530087003
-2.0433,-44.601318932259936
-2.0422,-44.4254250320148
-2.0410999999999997,-44.251221112493525
-2.0399999999999996,-44.07870507967877
-2.0389,-43.90787524952212
-2.0378,-43.73873036509599
-2.0366999999999997,-43.57126961458637
-2.0355999999999996,-43.40549265016211
-2.0345,-43.2413996077579
-2.0334,-43.07899112781065
-2.0322999999999998,-42.918268376988856
-2.0311999999999997,-42.75923307095724
-2.0300999999999996,-42.601887498220904
-2.029,-42.44623454509419
-2.0279,-42.29227772184133
-2.0267999999999997,-42.14002119004018
-2.0256999999999996,-41.98946979121745
-2.0246,-41.84062907681209
-2.0235,-41.69350533952012
-2.0223999999999998,-41.54810564608069
-2.0212999999999997,-41.40443787156299
-2.0201999999999996,-41.2625107352166
-2.0191,-41.122333837951615
-2.018,-40.98391770151622
-2.0168999999999997,-40.84727380944262
-2.0157999999999996,-40.71241464983564
-2.0147,-40.57935376008055
-2.0136,-40.44810577355026
-2.0124999999999997,-40.31868646839586
-2.0113999999999996,-40.191112818506646
-2.0103,-40.06540304673058
-2.0092,-39.941576680449124
-2.0080999999999998,-39.81965460960498
-2.0069999999999997,-39.69965914728431
-2.0058999999999996,-39.58161409296049
-2.0048,-39.46554479850963
-2.0037,-39.35147823711371
-2.0025999999999997,-39.239443075171614
-2.0014999999999996,-39.129469747343066
-2.0004,-39.0215905348559
-1.9992999999999999,-38.91583964721281
-1.9981999999999998,-38.81225330743926
-1.9970999999999997,-38.71086984101961
-1.9959999999999996,-38.61172976867546
-1.9948999999999995,-38.51487590314658
-1.9937999999999994,-38.42035345014031
-1.9927000000000001,-38.328210113624905
-1.9916,-38.238496205645674
-1.9905,-38.15126476085548
-1.9893999999999998,-38.06657165595372
-1.9882999999999997,-37.98447573424038
-1.9871999999999996,-37.90503893549825
-1.9860999999999995,-37.82832643142629
-1.9849999999999994,-37.754406766856086
-1.9838999999999993,-37.68335200699314
-1.9828000000000001,-37.61523789093604
-1.9817,-37.550143991735226
-1.9806,-37.488153883266946
-1.9794999999999998,-37.429355314206845
-1.9783999999999997,-37.37384038940208
